Player ID;Fullname;Nationality;Age;Club;ClubID;Caps;Goals;Date Joined;Contract Ends;Column1;Birthsday;Start year;Best position;Goalkeeper;Defender Central;Defender Right;Defender Left;Wingback right;Wingback left;Defensive midfielder;Midfielder Central;Midfielder right;Midfielder left;Attacking Midfielder Central;Attacking Midfielder right;Attacking Midfielder left;Center Forward;Right Forward;Left Forward;Ability;Potential;Reputation;Big Occasion;Character;Consistency;Technique;Passing;Heading;Shooting;Flair;Dribbling;Tackling;Stamina;Strength;Pace;Jumping;Inj Prone %;Set Pieces;Positioning;Off The Ball;Marking;Creativity;Adaptability;Aggression;Determination;Dirtyness;Influence
8250;Jan Moons;Belgium;25;Germinal Ekeren;411;0;0;7;;;26-09-1970;01-07-1996;GK;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;124;40;10;8;1;13;10;6;19;5;13;8;13;10;14;8;20;5;18;5;17;4;7;4;5;19;3
8251;Mart?n Diego;Spain;30;Getafe;412;0;0;;;;31-08-1965;01-07-1996;GK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;81;147;66;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8252;Andr?s Mariano;Spain;28;Getafe;412;0;0;;;;30-11-1967;01-07-1996;GK;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;80;137;75;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8253;Hans Andersen;Norway;18;Gevir;413;0;0;;;;01-05-1978;01-07-1996;AMC;0;0;0;0;0;100;100;100;0;100;100;0;100;0;0;0;68;97;0;13;17;13;10;12;9;12;11;14;11;11;11;0;10;8;12;11;14;8;14;13;5;14;6;17
8254;Jim Pedersen;Norway;#VALUE!;Gevir;413;0;0;;;;1-0-1977;01-07-1996;DC;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;84;0;8;18;8;10;9;9;10;4;9;11;11;10;0;9,5;7;10;8;7;6;14;10;5;9;6;2
8255;Titten Stensland;Norway;22;Gevir;413;0;0;;;;01-01-2019;01-07-1996;MC;0;0;0;0;100;100;100;100;100;100;0;0;0;0;0;0;53;85;0;4;5;14;8;12;9;5;10;9;14;14;14;10;11,5;5;4;14;8;11;11;2;5;7;10;8
8256;Jan T?mmer?s;Norway;22;Gevir;413;0;0;;;;01-01-2019;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;64;86;0;4;11;12;8;6;11;8;6;4;14;11;6;11;8,5;7;7;6;7;9;8;8;4;5;6;8
8257;Espen Andreassen;Norway;18;Gevir;413;0;0;;;;01-09-1977;01-07-1996;AMC;0;0;0;0;0;0;0;100;100;0;100;100;0;0;0;0;80;107;0;5;14;14;9;14;5;6;8;13;6;17;7;0;6;3;7;7;5;7;8;9;3;7;7;12
8258;B?rge Berg;Norway;17;Gevir;413;0;0;;;;01-09-1978;01-07-1996;MR;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;60;110;0;6;14;8;6;3;5;9;10;9;3;8;8;0;6,5;3;5;9;10;4;9;10;4;7;10;8
8259;Tommy Bertheussen;Norway;22;Gevir;413;0;0;;;;01-01-2019;01-07-1996;GK;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;76;0;3;5;12;8;9;17;5;10;8;16;8;10;12;13,5;8;5;10;10;10;14;5;4;10;10;11
8260;Robert Edvardsen;Norway;18;Gevir;413;0;0;;;;01-05-1978;01-07-1996;AMC;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;68;79;0;4;9;12;6;4;4;8;12;8;18;9;7;0;5,5;8;6;9;7;10;19;5;7;8;9;4
8261;Jack Grimstad;Norway;22;Gevir;413;0;0;;;;01-01-1974;01-07-1996;MC;0;0;0;0;0;100;100;100;0;100;0;0;0;0;0;0;64;74;0;8;5;4;8;8;9;9;8;9;9;11;14;0;11,5;8;9;7;12;12;9;9;5;8;4;5
8262;P?l Haldorsen;Norway;20;Gevir;413;0;0;;;;01-09-1975;01-07-1996;MC;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;56;98;0;7;15;9;10;8;11;7;8;9;7;9;5;0;8;6;10;7;10;5;16;5;3;6;6;8
8263;Kyrre Nilsen;Norway;24;Gevir;413;0;0;;;;01-11-1971;01-07-1996;MC;0;0;0;0;100;0;100;100;100;0;0;0;0;0;0;0;76;96;0;4;9;12;6;4;4;8;12;8;18;9;7;0;5,5;8;6;9;7;10;19;5;7;8;9;4
8264;Thomas Nilsen;Norway;#VALUE!;Gevir;413;0;0;;;;1-   -1978;01-07-1996;MC;0;0;0;0;0;0;0;100;0;100;100;0;100;0;0;0;62;99;0;15;6;11;12;8;14;10;7;8;13;11;11;0;12,5;11;12;13;14;13;11;15;8;15;12;14
8265;Sasi Kumar;Singapore;21;Geylang;414;0;0;;;;05-03-1975;01-07-1996;DC;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8266;David Lee;Singapore;22;Geylang;414;0;0;;;;01-01-2019;01-07-1996;GK;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;14;0;0;0;0;0;0;0;0;0;0;0
8267;Indra Sahdan;Singapore;17;Geylang;414;0;0;;;;05-03-1979;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8268;Kadir Yahaya;Singapore;28;Geylang;414;0;0;;;;15-02-1968;01-07-1996;DR;0;50;50;0;0;0;0;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0
8269;Zulkarnaien Zainal;Singapore;22;Geylang;414;0;0;;;;01-10-1973;01-07-1996;DL;0;0;0;100;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0
8270;Magni Jarnskor;Faroe Islands;22;GI;415;0;0;;;;01-01-2019;01-07-1996;AMR;0;0;0;0;100;0;0;0;100;0;0;100;0;0;0;0;78;78;63;7;17;14;8;10;7;7;6;9;9;10;0;15;3,5;11;6;7;0;6;8;0;12;15;12;11
8271;J. Johannesen;Faroe Islands;#VALUE!;GI;415;0;0;;;;1-   -1966;01-07-1996;MC;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;19;0;10;0;0;14;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0
8272;Alvi Justinussen;Faroe Islands;22;GI;415;0;0;;;;01-01-2019;01-07-1996;DR;0;100;100;100;50;50;50;0;0;0;0;0;0;0;0;0;78;78;70;7;10;17;8;10;8;3;4;7;11;11;0;12;4;10;7;7;0;9;7;0;10;16;10;8
8273;Jens Knudsen;Faroe Islands;22;GI;415;0;0;;;;01-01-2019;01-07-1996;GK;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;0;84;7;10;12;5;11;10;1;2;5;17;8;0;16;5;1;1;10;0;3;7;0;6;13;8;12
8274; T?z?;Portugal;28;Gil Vicente;416;0;0;;;;01-08-1967;01-07-1996;AMR;0;0;0;0;0;0;0;0;100;0;0;100;0;0;0;0;117;0;70;5;10;8;14;14;8;0;0;15;0;0;5;0;6,5;0;0;0;0;0;0;0;0;0;0;10
8275; Dinis;Portugal;29;Gil Vicente;416;0;0;7;;;15-04-1967;01-07-1996;DC;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;0;0;0;0;12;5;7;0;0;0;4;14;18;20;4;10;2;0;12;0;16;3;0;20;20;15;10
8276; Eduardo;Portugal;25;Gil Vicente;416;0;0;7;;;01-11-1970;01-07-1996;GK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8277;Rui Manuel Ferreira;Portugal;23;Gil Vicente;416;0;0;7;;;29-03-1973;01-07-1996;GK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8278; Filipe;Portugal;18;Gil Vicente;416;0;0;;;;06-11-1977;01-07-1996;GK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8279;Rui Fortes;Portugal;17;Gil Vicente;416;0;0;;;;15-06-1979;01-07-1996;GK;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8280;Ant?nio Jaiminho;Portugal;23;Gil Vicente;416;0;0;;;;28-07-1972;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;50;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8281;Jos? Lu?s Lila;Portugal;30;Gil Vicente;416;0;0;;;;09-10-1965;01-07-1996;DL;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8282;Ant?nio Carlos Lim;Portugal;23;Gil Vicente;416;0;0;;6;;15-07-1972;01-07-1996;FL;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0
8283;S?rgio Lomba;Portugal;22;Gil Vicente;416;0;0;;;;11-08-1973;01-07-1996;GK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8284; Nuno Miguel;Portugal;19;Gil Vicente;416;0;0;;;;02-10-1976;01-07-1996;GK;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8285; Walter;Angola;28;Gil Vicente;416;0;0;7;;;20-11-1967;01-07-1996;DR;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8286; Quim;Portugal;22;Gil Vicente;416;0;0;12;;;16-05-1974;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;97;0;0;0;0;8;5;0;18;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0
8287; Sid?nio;Portugal;20;Gil Vicente;416;0;0;;6;;09-01-1976;01-07-1996;DMC;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8288;Jo?o Carlos Tuck;Portugal;26;Gil Vicente;416;0;0;;6;;31-10-1969;01-07-1996;MR;0;100;100;0;0;0;0;100;100;0;0;0;0;0;0;0;125;0;0;13;17;16;17;18;6;0;0;11;12;10;8;5;7;0;18;0;0;7;0;0;0;17;0;20
8289;Jorge Vital;Portugal;34;Gil Vicente;416;0;0;;6;;13-07-1961;01-07-1996;GK;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8290; Wilson;Portugal;27;Gil Vicente;416;0;0;;6;;13-03-1969;01-07-1996;DMC;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0;116;0;17;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0
8291;Jos? Carlos Lemos;Brazil;24;Gil Vicente;416;0;0;;6;;07-10-1971;01-07-1996;DC;0;100;0;0;0;0;0;50;0;0;0;0;0;0;0;0;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0
8292;Fernando Marc?o;Brazil;27;Gil Vicente;416;0;0;;;;16-03-1969;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8293;Ricardo Possi;Brazil;24;Gil Vicente;416;0;0;;6;;19-04-1972;01-07-1996;FC;0;0;0;0;0;0;0;100;0;100;100;0;100;50;0;50;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8294;Vatroslav Mihacic;Croatia;28;Gil Vicente;416;0;0;;;;30-09-1967;01-07-1996;GK;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8295;Ivo Roslic;Croatia;29;Gil Vicente;416;0;0;;;;09-04-1967;01-07-1996;GK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8296;Pedro Caravana;Portugal;17;Gil Vicente;416;0;0;;6;;07-10-1978;01-07-1996;GK;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;100;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8297;Jorge Casquilha;Portugal;27;Gil Vicente;416;0;0;7;;;13-01-1969;01-07-1996;FC;0;0;0;0;0;0;0;50;0;0;100;0;0;50;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8298;Ade Akinbiyi;England;21;Gillingham;417;0;0;;;;10-10-1974;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;115;127;100;0;7;5;7;9;12;0;15;5;12;11;10;0;11;10;0;9;0;6;12;11;7;9;7;7
8299;Richard Green;England;28;Gillingham;417;0;0;;;;22-11-1967;01-07-1996;DR;0;50;50;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8300;Andy Hessenthaler;England;30;Gillingham;417;0;0;;;;17-08-1965;01-07-1996;MC;0;0;0;0;0;0;0;100;0;0;100;0;0;0;0;0;115;125;87;13;13;9;12;14;12;12;13;13;15;18;11;7;11,5;10;9;8;12;6;8;13;20;14;11;16
8301;Mark Patterson;England;27;Gillingham;417;0;0;7;6;;13-09-1968;01-07-1996;DR;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;70;116;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8302;Adrian Pennock;England;25;Gillingham;417;0;0;;;;27-03-1971;01-07-1996;DC;0;100;100;0;100;0;100;100;100;0;0;0;0;0;0;0;80;157;72;10;5;17;4;6;12;10;6;5;12;6;9;0;10,5;4;7;9;12;8;11;7;11;10;8;8
8303;Len Piper;England;18;Gillingham;417;0;0;;;;08-08-1977;01-07-1996;GK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8304;Simon Ratcliffe;England;29;Gillingham;417;0;0;;;;08-02-1967;01-07-1996;DC;0;100;0;0;0;0;100;100;0;0;0;0;0;0;0;0;80;115;50;14;5;8;4;7;6;6;7;6;13;14;12;9;9;15;8;12;6;12;3;7;14;14;15;14
8305;Paul Smith;England;24;Gillingham;417;0;0;;7;;08-09-1971;01-07-1996;MC;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;82;122;59;7;10;11;5;8;5;14;8;6;15;14;12;0;8,5;15;15;8;7;13;3;6;14;14;6;9
8306;Jim Stannard;England;33;Gillingham;417;0;0;;;;06-10-1962;01-07-1996;GK;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;35;0;0;0;0;0;0;0;0;0;0;0;0;5;14;0;1;0;0;0;0;0;0;0;0;0
8307;Glen Thomas;England;28;Gillingham;417;0;0;;;;06-10-1967;01-07-1996;DL;0;50;0;50;0;0;0;0;0;0;0;0;0;0;0;0;80;0;55;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0
8308;Neil Masters;Northern Ireland;24;Gillingham;417;0;0;;;;25-05-1972;01-07-1996;DL;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;100;0;40;0;0;6;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0
8309;Barry Ashby;England;23;Gillingham;417;0;0;;;;07-09-1972;01-07-1996;DC;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;122;59;10;9;11;2;8;18;2;4;2;13;15;15;8;16,5;3;9;13;10;14;3;9;15;9;7;7
8310;Mark O'Connor;Republic Of Ireland;33;Gillingham;417;0;0;;6;;10-03-1963;01-07-1996;DR;0;50;50;50;0;0;0;50;50;50;0;0;0;0;0;0;40;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8311;Iffy Onuora;Scotland;28;Gillingham;417;0;0;;;;28-07-1967;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;80;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;18;0;0;0
8312;Brian Statham;Zimbabwe;27;Gillingham;417;0;0;;;;21-05-1969;01-07-1996;DR;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;101;119;86;0;12;14;6;10;16;3;6;5;20;17;15;0;15,5;4;8;16;11;16;8;10;13;12;14;11
8313;Dennis Bailey;England;30;Gillingham;417;0;0;;;;13-11-1965;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;106;127;98;5;4;17;11;7;7;7;10;9;13;16;12;14;9,5;9;12;12;4;10;8;12;14;15;5;11
8314;Matthew Bryant;England;25;Gillingham;417;0;0;;;;21-09-1970;01-07-1996;DC;0;100;0;0;0;0;100;100;0;0;0;0;0;0;0;0;100;119;85;13;8;14;6;10;15;10;6;7;7;6;13;15;14;11;9;14;9;12;12;7;7;15;14;8
8315;Steve Butler;England;34;Gillingham;417;0;0;;;;27-01-1962;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8316;Guy Butters;England;26;Gillingham;417;0;0;;;;30-10-1969;01-07-1996;DR;0;50;50;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8317;Ian Chapman;England;26;Gillingham;417;0;0;;;;31-05-1970;01-07-1996;ML;0;0;0;100;0;100;0;0;0;100;0;0;0;0;0;0;82;101;59;14;6;11;10;7;11;13;10;9;20;19;17;0;14;3;16;13;19;18;0;11;13;11;7;13
8318;Leo Fortune-West;England;25;Gillingham;417;0;0;;;;09-04-1971;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8319;Michael Galloway;England;21;Gillingham;417;0;0;;;;13-10-1974;01-07-1996;AML;0;0;0;0;0;0;0;100;0;100;100;0;100;0;0;0;60;-1;32;6;7;9;11;13;2;11;18;18;11;11;13;0;7,5;9;18;2;15;9;0;13;3;10;7;9
8320;Guillermo B.Schelotto;Argentina;23;Gimnasia;418;0;0;;;;04-05-1973;01-07-1996;AMR;0;0;0;0;0;0;0;100;100;100;100;100;100;100;100;100;133;133;125;13;14;17;10;12;7;9;11;9;10;11;16;11;11,5;14;12;10;11;12;11;11;13;14;10;7
8321;Mats Abrahamsson;Sweden;21;Gimon?s;#N/A;0;0;;;;30-11-1974;01-07-1996;FR;0;100;100;0;0;0;0;0;0;0;0;0;0;100;100;0;93;0;0;0;0;9;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0
8322;Lars Mattsson;Sweden;19;Gimon?s;#N/A;0;0;;;;26-01-1977;01-07-1996;FR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;87;0;0;0;0;5;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0
8323;Mattias Nilsson;Sweden;22;Gimon?s;#N/A;0;0;;;;17-09-1973;01-07-1996;AMC;0;0;0;0;0;0;0;100;0;100;100;0;100;100;0;100;96;122;0;0;0;6;9;10;6;9;10;13;12;16;12;6;9;0;12;13;17;5;16;11;5;14;4;10
8324;Peter Norrman;Sweden;26;Gimon?s;#N/A;0;0;;;;17-05-1970;01-07-1996;AMC;0;100;100;100;0;0;0;0;0;0;100;100;100;100;100;100;129;0;0;0;0;0;15;10;1;11;16;20;5;16;8;5;4,5;0;6;0;16;1;20;0;2;0;3;0
8325;Stefan Olsson;Sweden;27;Gimon?s;#N/A;0;0;;;;29-05-1969;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;83;126;0;11;8;14;10;10;9;11;11;12;4;14;10;10;9,5;5;6;11;8;15;14;12;5;0;5;5
8326;Per-Olov Rosenbrandt;Sweden;29;Gimon?s;#N/A;0;0;;;;19-07-1966;01-07-1996;DC;0;100;0;100;0;0;0;0;0;0;0;0;0;100;0;100;105;107;0;0;7;6;10;5;16;10;1;2;10;18;15;8;15,5;0;1;10;12;1;8;10;13;18;6;0
8327;Jonny Steffansson;Sweden;23;Gimon?s;#N/A;0;0;;;;12-10-1972;01-07-1996;DC;0;100;100;100;100;100;100;100;100;100;0;0;0;0;0;0;75;100;0;0;0;9;3;3;8;3;3;8;15;12;12;11;10;10;6;0;6;9;11;14;7;15;7;19
8328;Olle Stenberg;Sweden;22;Gimon?s;#N/A;0;0;;;;30-06-1974;01-07-1996;DR;0;100;100;0;100;0;100;0;0;0;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0
8329;Patrik Sundstr?m;Sweden;20;Gimon?s;#N/A;0;0;;;;23-06-1976;01-07-1996;DC;0;100;0;0;0;0;100;0;0;0;0;0;0;0;0;0;66;118;0;0;2;17;8;10;4;1;1;1;11;10;12;8;8;18;5;18;2;8;6;15;15;20;10;20
8330;Anders Svensson;Sweden;32;Gimon?s;#N/A;0;0;;;;21-09-1963;01-07-1996;DR;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;61;104;0;0;0;11;5;7;10;6;3;6;18;16;13;12;11,5;0;7;13;7;6;15;10;0;0;0;16
8331;Mats S?nderholm;Sweden;28;Gimon?s;#N/A;0;0;;;;18-10-1967;01-07-1996;GK;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;8;8;10;3;18;10;6;6;15;7;7;12;12,5;8;1;14;6;8;10;6;10;6;6;9
8332;?rjan Andresson;Sweden;29;Gimon?s;#N/A;0;0;;;;25-12-1966;01-07-1996;MR;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0
8333;Peder Eriksson;Sweden;22;Gimon?s;#N/A;0;0;;;;14-12-1973;01-07-1996;FL;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;103;0;0;0;0;17;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
8334;Joakim Gustafsson;Sweden;24;Gimon?s;#N/A;0;0;;;;05-04-1972;01-07-1996;GK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;14;0;1;0;0;0;0;0;0;0;0;0
8335;Jesper Holzer;Sweden;25;Gimon?s;#N/A;0;0;;;;24-09-1970;01-07-1996;MC;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;77;114;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
8336;Leif Johansson;Sweden;29;Gimon?s;#N/A;0;0;;;;19-03-1967;01-07-1996;DR;0;100;100;0;0;0;0;0;0;0;100;100;0;100;100;0;67;76;0;0;20;8;10;2;3;6;9;6;9;1;5;5;4;15;8;4;7;2;20;5;9;1;5;4
8337;Mattias Jonsson;Sweden;23;Gimon?s;#N/A;0;0;;;;26-02-1973;01-07-1996;AMC;0;100;0;100;0;0;0;0;0;0;100;0;100;100;0;100;107;125;0;12;0;0;13;14;3;13;12;13;8;8;10;5;6,5;0;13;15;15;3;14;11;0;8;4;5
8338;Stephan Kullberg;Sweden;37;Gimon?s;#N/A;0;0;;;;10-01-1959;01-07-1996;GK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;107;0;7;0;0;10;13;10;0;0;0;19;16;15;5;12,5;6;1;10;0;2;12;12;1;10;1;10
8339;Thomas Kvist;Sweden;22;Gimon?s;#N/A;0;0;;;;21-03-1974;01-07-1996;DMC;0;0;0;0;0;100;100;100;0;100;0;0;0;0;0;0;64;0;0;0;0;6;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0
8340;Eddy Baggio;Italy;21;Giorgione;420;0;0;;;;23-08-1974;01-07-1996;AMR;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;122;160;97;0;0;17;18;19;6;17;0;16;7;15;9;12;7,5;0;16;11;0;0;19;0;0;16;13;0
8341;Dario Tollardo;Italy;26;Giorgione;420;0;0;7;;;05-07-1969;01-07-1996;FR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;95;0;89;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0
8342;Alessandro Bertoni;Italy;29;Giulianova;421;0;0;;;;08-10-1966;01-07-1996;DC;0;100;0;0;0;0;100;0;0;0;0;0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8343;Maurizio Peccarisi;Italy;18;Giulianova;421;0;0;6;;;17-02-1978;01-07-1996;DR;0;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0;69;143;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8344;Gaetano Calvaresi;Italy;28;Giulianova;421;0;0;;;;27-03-1968;01-07-1996;FL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;115;145;105;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
8345;Luca Campanile;Italy;21;Giulianova;421;0;0;;;;09-07-1974;01-07-1996;DMC;0;0;0;0;100;100;100;50;50;50;100;100;100;0;0;0;78;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
8346;Tommaso Dei;Italy;19;Giulianova;421;0;0;7;;;22-09-1976;01-07-1996;DR;0;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
